review_id,course_code,course_name,department,language,review_text,sentiment,confidence,aspects,keywords,intended_sentiment,intended_aspect
R0185,ENG150,Academic Writing,English,zh,这门课作业挺多的，每次考试前都很紧张。助教的态度还可以，就是批改作业的速度慢了点。,negative,0.8,"[""workload"", ""exams_grading"", ""instructor""]","[""作业"", ""考试"", ""紧张"", ""态度"", ""速度""]",neutral,logistics
R0186,MATH240,Linear Algebra,Mathematics,en,"The course content was overwhelming, with too many abstract concepts and the homework load was intense. I barely understood the material by the end of the semester.",negative,0.8,"[""course_content"", ""workload""]","[""overwhelming"", ""abstract concepts"", ""intense"", ""homework load"", ""barely understood""]",negative,course_content
R0187,CS420,Machine Learning,Computer Science,en,"The exams were fair, and the grading was consistent across all questions. My TA, Jenny, always provided helpful explanations.",positive,0.9,"[""exams_grading"", ""instructor"", ""teaching_style""]","[""exams"", ""fair"", ""grading"", ""consistent"", ""TA"", ""helpful"", ""explanations""]",positive,exams_grading
R0188,CS201,Data Structures,Computer Science,en,The study guides and lecture notes for this 'Data Structures' course were really helpful. Even the tough assignments were easier to tackle after going through them.,positive,0.9,"[""materials"", ""course_content"", ""teaching_style""]","[""study guides"", ""lecture notes"", ""Data Structures"", ""assignments"", ""tackle""]",positive,materials
R0189,CS330,Database Systems,Computer Science,en,"The assignments really challenged me, but the lectures were so clear that I never felt lost. The TA was super helpful, too!",positive,0.9,"[""teaching_style"", ""course_content"", ""instructor""]","[""assignments"", ""lectures"", ""clear"", ""TA"", ""helpful""]",positive,course_content
R0190,PHY101,General Physics I,Physics,en,"The exams were a mix of challenging and fair, but the TA's feedback was inconsistent.",neutral,0.8,"[""exams_grading"", ""instructor""]","[""exams"", ""challenging"", ""fair"", ""TA's"", ""feedback"", ""inconsistent""]",neutral,exams_grading
R0191,MATH240,Linear Algebra,Mathematics,en,"The exams were fair, but I felt the grading was a bit inconsistent. Some questions were unclear, and the TA's feedback on the final was less helpful than the midterms.",negative,0.8,"[""exams_grading"", ""instructor"", ""other""]","[""exams"", ""grading"", ""inconsistent"", ""unclear"", ""feedback""]",neutral,exams_grading
R0192,MATH240,Linear Algebra,Mathematics,en,"The instructor was really disengaged, barely explained the material, and the TAs were no help. Homework was overwhelming with no real feedback.",negative,0.9,"[""teaching_style"", ""course_content"", ""instructor""]","[""instructor"", ""disengaged"", ""explained"", ""material"", ""TAs"", ""help"", ""homework"", ""overwhelming"", ""feedback""]",negative,instructor
R0193,BUS220,Introduction to Marketing,Business,en,"The workload was pretty heavy with weekly readings and constant projects, but the TA's feedback was helpful.",positive,0.8,"[""workload"", ""instructor""]","[""workload"", ""weekly"", ""projects"", ""TA's"", ""feedback"", ""helpful""]",neutral,workload
R0194,PHY101,General Physics I,Physics,en,"I really appreciated the way the exams were structured; they tested what we learned, not just memorization. The TAs were very thorough and their grading was fair, even on the tough multiple choice questions.",positive,0.95,"[""exams_grading"", ""instructor"", ""teaching_style""]","[""exams"", ""structured"", ""tested"", ""TAs"", ""thorough"", ""grading"", ""fair""]",positive,exams_grading
R0195,CS420,Machine Learning,Computer Science,en,The instructor was knowledgeable but the office hours were too few and the TAs didn't always understand the material.,negative,0.8,"[""instructor"", ""logistics"", ""other""]","[""instructor"", ""knowledgeable"", ""office"", ""hours"", ""few"", ""TAs"", ""understand"", ""material""]",neutral,instructor
R0196,BUS220,Introduction to Marketing,Business,en,"Professor Smith really knows their stuff, made class engaging with real-world examples and was always available after hours.",positive,0.95,"[""teaching_style"", ""instructor"", ""other""]","[""Professor"", ""Smith"", ""knows"", ""stuff"", ""engaging"", ""real-world"", ""examples"", ""available"", ""hours""]",positive,instructor
R0197,BUS220,Introduction to Marketing,Business,zh,市场营销课挺有意思的，作业挺多的，不过都挺有意思的，考试也还行，助教人也不错，挺能帮忙的。,positive,0.9,"[""teaching_style"", ""workload"", ""exams_grading""]","[""有意思"", ""作业"", ""考试"", ""助教"", ""帮忙""]",positive,workload
R0198,ENG150,Academic Writing,English,en,I really liked the variety in the assignments and the focus on practical examples. The readings were challenging but well-selected.,positive,0.9,"[""course_content"", ""teaching_style"", ""materials""]","[""variety"", ""assignments"", ""focus"", ""practical"", ""examples"", ""readings"", ""challenging"", ""selected""]",positive,course_content
R0199,CS310,Operating Systems,Computer Science,zh,作业量挺大，每次考试复习都挺紧张的，助教答疑倒是挺耐心，不过时间不太够用。,negative,0.8,"[""workload"", ""exams_grading"", ""instructor""]","[""作业量"", ""考试"", ""答疑"", ""耐心""]",neutral,workload
R0200,MATH240,Linear Algebra,Mathematics,en,"The workload was manageable, with just the right amount of homework to reinforce the concepts. The exams were challenging but fair, and the TA was really helpful in office hours.",positive,0.95,"[""workload"", ""exams_grading"", ""instructor""]","[""workload"", ""homework"", ""exams"", ""challenging"", ""fair"", ""TA"", ""helpful"", ""office hours""]",positive,workload
R0201,ENG150,Academic Writing,English,en,"The schedule was manageable, and the TAs were really helpful with the heavy homework load.",positive,0.9,"[""workload"", ""instructor"", ""logistics""]","[""schedule"", ""manageable"", ""TAs"", ""helpful"", ""homework""]",positive,logistics
R0202,CS201,Data Structures,Computer Science,zh,老师讲课太枯燥了，总是照本宣科，作业和考试难度都很大，助教也帮不上什么忙，感觉学不到什么东西。,negative,0.9,"[""teaching_style"", ""workload"", ""exams_grading""]","[""老师"", ""枯燥"", ""作业"", ""考试"", ""难度""]",negative,teaching_style
R0203,CS420,Machine Learning,Computer Science,zh,机器学习这门课的材料非常丰富，讲义和案例都很实用，特别是那个Python库的讲解，让我对机器学习有了更深的理解。作业量适中，难度也适中，感觉收获颇丰。,positive,0.95,"[""materials"", ""workload"", ""instructor""]","[""材料"", ""丰富"", ""实用"", ""Python库"", ""理解"", ""作业量"", ""适中"", ""收获""]",positive,materials
R0204,CS420,Machine Learning,Computer Science,en,The final exam felt fair with a mix of questions covering the core concepts. TAs were really helpful in explaining tricky parts of the grading rubric.,positive,0.95,"[""exams_grading"", ""instructor"", ""teaching_style""]","[""final exam"", ""fair"", ""questions"", ""core concepts"", ""TAs"", ""helpful"", ""tricky parts"", ""grading rubric""]",positive,exams_grading
R0205,CS201,Data Structures,Computer Science,en,"The course covered essential data structures, but the homework was quite extensive and the exams were challenging. The TA was helpful but sometimes busy.",neutral,0.8,"[""teaching_style"", ""course_content"", ""workload"", ""exams_grading"", ""instructor""]","[""essential"", ""data"", ""structures"", ""homework"", ""extensive"", ""exams"", ""challenging"", ""TA"", ""helpful"", ""busy""]",neutral,course_content
R0206,ENG150,Academic Writing,English,zh,这学期的写作课，作业多到让人崩溃，考试难度也超高，助教态度还差，真想给它个大大的差评。,negative,0.9,"[""workload"", ""exams_grading"", ""instructor""]","[""作业多"", ""考试难"", ""助教态度差""]",negative,logistics
R0207,ENG150,Academic Writing,English,zh,这门课的作业挺多，每周都要写论文，但时间安排还可以。助教解答问题也还算及时。,positive,0.8,"[""workload"", ""teaching_style"", ""instructor""]","[""作业"", ""论文"", ""助教"", ""解答"", ""及时""]",neutral,logistics
R0208,CS420,Machine Learning,Computer Science,en,"The machine learning content was super engaging. Homework was challenging but fair, and the projects were a blast to work on. TA was really helpful!",positive,0.95,"[""teaching_style"", ""course_content"", ""workload""]","[""machine learning"", ""engaging"", ""homework"", ""challenging"", ""projects""]",positive,course_content
R0209,CS201,Data Structures,Computer Science,zh,这学期的数据结构考试评分太宽松了，感觉老师给分很松，作业又那么多，助教水平也一般，感觉不公平。,negative,0.8,"[""exams_grading"", ""workload"", ""instructor""]","[""考试评分"", ""宽松"", ""作业"", ""助教"", ""不公平""]",negative,exams_grading
R0210,CS310,Operating Systems,Computer Science,zh,操作系统课程内容丰富，深入浅出，作业量适中，考试难度适中，助教很耐心，学到了很多实用知识。,positive,0.95,"[""teaching_style"", ""course_content"", ""workload""]","[""操作系统"", ""课程内容"", ""作业量"", ""考试难度"", ""助教"", ""实用知识""]",positive,course_content
R0211,CS201,Data Structures,Computer Science,en,"The workload is a bit heavy with weekly homework and two midterms, but the TAs are pretty helpful. Just wish there were more office hours.",neutral,0.8,"[""workload"", ""instructor"", ""other""]","[""workload"", ""weekly"", ""homework"", ""midterms"", ""TAs"", ""helpful"", ""office hours""]",neutral,logistics
R0212,CS310,Operating Systems,Computer Science,zh,老师讲课太枯燥了，讲义内容太多，作业量也大，助教也不太懂，感觉学不到什么。,negative,0.9,"[""teaching_style"", ""course_content"", ""workload"", ""instructor""]","[""老师"", ""枯燥"", ""讲义"", ""作业量"", ""助教""]",negative,teaching_style
R0213,CS330,Database Systems,Computer Science,en,"Prof. Johnson is a great instructor. They explain concepts clearly and make office hours accessible, even when the homework load is high.",positive,0.95,"[""instructor"", ""teaching_style"", ""workload""]","[""Prof. Johnson"", ""great instructor"", ""explain"", ""clearly"", ""office hours"", ""homework load""]",positive,instructor
R0214,CS310,Operating Systems,Computer Science,en,"The workload was pretty consistent, with a mix of weekly readings and assignments, but the final project was a beast. The TA was helpful, though sometimes the office hours were packed.",neutral,0.8,"[""workload"", ""instructor"", ""logistics""]","[""workload"", ""consistent"", ""final project"", ""TA"", ""helpful""]",neutral,workload
R0215,CS201,Data Structures,Computer Science,en,"The textbooks were really helpful, and the online resources were well-organized. The TA was also super responsive to questions about the homework problems.",positive,0.9,"[""materials"", ""logistics"", ""instructor""]","[""textbooks"", ""helpful"", ""online"", ""resources"", ""well-organized"", ""TA"", ""responsive"", ""questions"", ""homework""]",positive,materials
R0216,CS330,Database Systems,Computer Science,en,"OMG, the Database Systems course is a killer. Homework every single week and the midterm was a beast! The TA didn't help much either. I'm drowning here.",negative,0.8,"[""workload"", ""exams_grading"", ""instructor""]","[""Database"", ""Systems"", ""Homework"", ""Midterm"", ""TA"", ""help""]",negative,workload
R0217,CS310,Operating Systems,Computer Science,en,"The exams were challenging, but the grading seemed fair. TA's were helpful with the tough concepts.",positive,0.8,"[""exams_grading"", ""instructor"", ""teaching_style""]","[""exams"", ""challenging"", ""grading"", ""fair"", ""TA's"", ""helpful"", ""concepts""]",neutral,exams_grading
R0218,MATH240,Linear Algebra,Mathematics,zh,这门课的作业太多，而且助教答疑不积极，考试难度也不低，感觉挺折腾人的。,negative,0.8,"[""workload"", ""instructor"", ""exams_grading""]","[""作业太多"", ""答疑不积极"", ""考试难度"", ""折腾人""]",negative,logistics
R0219,CS420,Machine Learning,Computer Science,zh,这门机器学习的课作业挺多，但我觉得挺有挑战性的。考试也不容易，但是助教很用心，解答问题很及时。,positive,0.8,"[""workload"", ""exams_grading"", ""instructor""]","[""机器学习"", ""作业"", ""挑战性"", ""考试"", ""助教""]",positive,workload
R0220,ENG150,Academic Writing,English,en,"The class schedule was super convenient, and the TA was always available for help. Never had to wait for office hours.",positive,0.9,"[""logistics"", ""instructor""]","[""class schedule"", ""super convenient"", ""TA"", ""available"", ""help""]",positive,logistics
R0221,MATH240,Linear Algebra,Mathematics,en,"The schedule was manageable, and the TA was always available to help with homework. Exams were fair, and the workload was just right.",positive,0.95,"[""teaching_style"", ""workload"", ""exams_grading""]","[""schedule"", ""manageable"", ""TA"", ""available"", ""help"", ""homework"", ""exams"", ""fair"", ""workload""]",positive,logistics
R0222,MATH240,Linear Algebra,Mathematics,zh,这次期中考试太难了，感觉题目都超出了课本内容，而且助教批改作业太宽松了，导致大家都不重视作业，最后成绩出来一看，差距太大，感觉不太公平。,negative,0.8,"[""exams_grading"", ""instructor"", ""logistics""]","[""期中考试"", ""太难"", ""课本内容"", ""助教"", ""批改作业"", ""宽松"", ""作业"", ""成绩"", ""不公平""]",negative,exams_grading
R0223,ENG150,Academic Writing,English,zh,这门课的安排很合理，作业量和考试难度适中，助教也很耐心，每次答疑都很及时。,positive,0.95,"[""teaching_style"", ""course_content"", ""instructor""]","[""安排"", ""合理"", ""作业量"", ""考试"", ""耐心"", ""答疑""]",positive,logistics
R0224,CS330,Database Systems,Computer Science,en,"The workload was just overwhelming, constant homework with no help from the TA's and the exams were a nightmare. It felt like we were expected to be grad students, not undergrads.",negative,0.9,"[""workload"", ""exams_grading"", ""instructor""]","[""workload"", ""overwhelming"", ""homework"", ""no help"", ""exams"", ""nightmare"", ""grad students"", ""undergrads""]",negative,workload
R0225,PHY101,General Physics I,Physics,zh,教材内容深奥，作业量大，助教讲解也不清楚，感觉很难跟上课程进度。,negative,0.8,"[""course_content"", ""workload"", ""instructor""]","[""教材内容"", ""作业量大"", ""助教讲解"", ""感觉"", ""课程进度""]",negative,materials
R0226,CS330,Database Systems,Computer Science,en,"Professor Smith's lectures were clear, but the homework load was pretty intense. TA help sessions were hit or miss.",neutral,0.5,"[""teaching_style"", ""workload"", ""instructor""]","[""lectures"", ""clear"", ""homework"", ""intense"", ""TA"", ""help"", ""sessions"", ""hit"", ""miss""]",neutral,instructor
R0227,ENG150,Academic Writing,English,en,"Professor Smith's teaching style is so engaging! The way they break down complex concepts into easy-to-understand lessons is awesome. Their enthusiasm for the subject really rubs off on the class, even during those intense writing workshops.",positive,0.95,"[""teaching_style"", ""course_content"", ""instructor""]","[""Professor"", ""engaging"", ""teaching"", ""style"", ""breakdown"", ""concepts"", ""easy"", ""understand"", ""enthusiasm"", ""subject""]",positive,teaching_style
R0228,MATH240,Linear Algebra,Mathematics,en,"The constant homework load and last-minute exam prep left me feeling overwhelmed. TA's were inconsistent, and office hours were scarce.",negative,0.8,"[""workload"", ""teaching_style"", ""instructor""]","[""homework"", ""overwhelmed"", ""TA's"", ""inconsistent"", ""office hours""]",negative,logistics
R0229,CS420,Machine Learning,Computer Science,en,The exams were super tough and the grading felt inconsistent. My TA's feedback was barely helpful.,negative,0.8,"[""exams_grading"", ""instructor"", ""teaching_style""]","[""exams"", ""tough"", ""grading"", ""inconsistent"", ""feedback"", ""barely"", ""helpful""]",negative,exams_grading
R0230,ENG150,Academic Writing,English,en,"Homework piles up and exams are a nightmare, TAs don't even reply to emails. Can't keep up with the pace.",negative,0.9,"[""workload"", ""exams_grading"", ""instructor""]","[""Homework"", ""piles"", ""exams"", ""nightmare"", ""TAs"", ""reply"", ""emails"", ""keep"", ""pace""]",negative,logistics
R0231,ENG150,Academic Writing,English,en,"The readings were out of date, and the homework was endless. The TA was unhelpful too, didn't make things any easier.",negative,0.8,"[""course_content"", ""workload"", ""instructor""]","[""readings"", ""out of date"", ""homework"", ""endless"", ""TA"", ""unhelpful""]",negative,materials
R0232,CS420,Machine Learning,Computer Science,en,The course schedule was a mess and the TA's office hours were always canceled. I barely got any help with the intense homework and exams.,negative,0.8,"[""logistics"", ""teaching_style"", ""workload""]","[""course"", ""schedule"", ""mess"", ""TA's"", ""office"", ""hours"", ""canceled"", ""intense"", ""homework"", ""exams""]",negative,logistics
R0233,MATH240,Linear Algebra,Mathematics,en,"The book 'Linear Algebra and Its Applications' is super helpful. The homework problems are just the right level of challenging, and the TA is always there to help.",positive,0.95,"[""course_content"", ""workload"", ""instructor""]","[""Linear"", ""Algebra"", ""helpful"", ""homework"", ""problems"", ""challenging"", ""TA"", ""help""]",positive,materials
R0234,MATH240,Linear Algebra,Mathematics,en,"Homework was a monster each week, and exams were a nightmare. TA's didn't help much. Time-consuming and frustrating.",negative,0.9,"[""workload"", ""exams_grading"", ""instructor""]","[""Homework"", ""monster"", ""week"", ""exams"", ""nightmare"", ""TA's"", ""help"", ""Time-consuming"", ""frustrating""]",negative,workload
R0235,BUS220,Introduction to Marketing,Business,en,"The logistics were a mess. Homework piles up every week, and the TA's are always unavailable for help. Exams are a nightmare with unclear guidelines.",negative,0.9,"[""logistics"", ""workload"", ""exams_grading""]","[""logistics"", ""mess"", ""homework"", ""TA's"", ""unavailable"", ""exams"", ""nightmare"", ""guidelines""]",negative,logistics
R0236,PHY101,General Physics I,Physics,en,The schedule was a bit tight; I found myself overwhelmed with the homework and studying for exams at the same time.,negative,0.8,"[""workload"", ""logistics""]","[""tight"", ""overwhelmed"", ""homework"", ""studying"", ""exams""]",neutral,logistics
R0237,CS310,Operating Systems,Computer Science,zh,这门操作系统的课，作业量适中，难度不大，助教很耐心，总体感觉挺轻松的。,positive,0.9,"[""workload"", ""instructor"", ""other""]","[""操作系统"", ""作业量"", ""难度"", ""耐心"", ""轻松""]",positive,workload
R0238,ENG150,Academic Writing,English,en,"The professor's teaching style was a bit dry but clear, and the TA was pretty responsive to our questions despite the heavy homework load.",neutral,0.8,"[""teaching_style"", ""workload"", ""instructor""]","[""teaching"", ""style"", ""dry"", ""clear"", ""TA"", ""responsive"", ""heavy"", ""homework""]",neutral,teaching_style
R0239,PHY101,General Physics I,Physics,en,The prof structured the course really well. Midterms were spaced out and TAs were quite helpful in office hours.,positive,0.9,"[""teaching_style"", ""exams_grading"", ""instructor""]","[""prof"", ""structured"", ""course"", ""midterms"", ""spaced"", ""helpful"", ""TAs"", ""office"", ""hours""]",positive,logistics
R0240,BUS220,Introduction to Marketing,Business,en,The readings were really well-chosen and gave me a solid foundation. The case studies were particularly helpful for understanding real-world applications.,positive,0.95,"[""course_content"", ""teaching_style""]","[""readings"", ""well-chosen"", ""solid"", ""foundation"", ""case"", ""studies"", ""helpful""]",positive,materials
R0241,CS420,Machine Learning,Computer Science,zh,这门机器学习课内容很丰富，讲义和案例都很实用，感觉收获很多。作业量适中，难度也适合初学者。助教也很耐心，有问题都帮忙解答。,positive,0.95,"[""course_content"", ""workload"", ""instructor""]","[""机器学习"", ""内容丰富"", ""讲义"", ""案例"", ""实用"", ""作业量"", ""适中"", ""难度"", ""初学者"", ""耐心"", ""解答""]",positive,course_content
R0242,CS310,Operating Systems,Computer Science,zh,考试难度适中，评分公正，助教也很耐心解答问题，感觉学到了很多。,positive,0.9,"[""exams_grading"", ""instructor"", ""other""]","[""考试"", ""难度"", ""适中"", ""评分"", ""公正"", ""助教"", ""耐心"", ""解答"", ""问题"", ""学到""]",positive,exams_grading
R0243,CS310,Operating Systems,Computer Science,en,"The constant stream of homework and the intense exams are overwhelming, and the TA's aren't always helpful. It's like trying to juggle multiple jobs full-time.",negative,0.8,"[""workload"", ""exams_grading"", ""instructor""]","[""homework"", ""intense"", ""exams"", ""overwhelming"", ""TA's"", ""helpful""]",negative,workload
R0244,MATH240,Linear Algebra,Mathematics,zh,老师讲课像念书，完全不理解学生的需求，作业和考试难度都太高了，助教也不太会解答问题。,negative,0.8,"[""teaching_style"", ""course_content"", ""exams_grading"", ""instructor""]","[""老师"", ""讲课"", ""作业"", ""考试"", ""助教""]",negative,teaching_style
R0245,CS310,Operating Systems,Computer Science,en,"The content was super comprehensive, covering everything from basics to advanced topics. The weekly assignments were a bit challenging but they really helped me understand the material.",positive,0.95,"[""course_content"", ""workload"", ""teaching_style""]","[""comprehensive"", ""advanced"", ""challenging"", ""assignments"", ""material""]",positive,course_content
R0246,CS330,Database Systems,Computer Science,zh,数据库课太忙了，作业多得让人喘不过气，考试也难，助教还不太负责任，真是折磨人！,negative,0.9,"[""workload"", ""exams_grading"", ""instructor""]","[""数据库"", ""忙"", ""作业"", ""考试"", ""难"", ""助教"", ""不负责""]",negative,logistics
R0247,CS330,Database Systems,Computer Science,en,"Professor Smith's lectures were confusing, and the TA was never available for help. I barely passed the final.",negative,0.8,"[""teaching_style"", ""instructor"", ""exams_grading""]","[""confusing"", ""TA"", ""available"", ""help"", ""barely"", ""passed"", ""final""]",negative,instructor
R0248,PHY101,General Physics I,Physics,zh,这门物理课时间安排挺合理的，作业不算多，考试难度适中，助教解答问题很耐心。,positive,0.9,"[""teaching_style"", ""course_content"", ""exams_grading""]","[""时间安排"", ""作业"", ""考试难度"", ""耐心""]",positive,logistics
R0249,MATH240,Linear Algebra,Mathematics,en,"The exams were fair, and the TA was really helpful in explaining the grading rubric. I felt like my effort was recognized.",positive,0.95,"[""exams_grading"", ""instructor"", ""teaching_style""]","[""exams"", ""fair"", ""TA"", ""helpful"", ""grading"", ""rubric"", ""effort"", ""recognized""]",positive,exams_grading
R0250,CS330,Database Systems,Computer Science,en,"Absolutely swamped with the constant homework and unclear assignment instructions. TAs barely available for help, felt lost halfway through the course.",negative,0.9,"[""workload"", ""teaching_style"", ""instructor""]","[""swamped"", ""homework"", ""unclear"", ""instructions"", ""TAs"", ""help""]",negative,logistics
R0251,CS330,Database Systems,Computer Science,zh,数据库系统的作业太多，每周都要写几千行代码，考试还特别难，助教也不太清楚怎么解答问题。,negative,0.8,"[""workload"", ""exams_grading"", ""instructor""]","[""作业"", ""代码"", ""考试"", ""助教"", ""解答""]",negative,workload
R0252,CS420,Machine Learning,Computer Science,en,"The exams were challenging but fair, and the TAs were always helpful. I didn't feel overwhelmed with the grading process.",positive,0.9,"[""exams_grading"", ""instructor"", ""logistics""]","[""exams"", ""challenging"", ""fair"", ""TAs"", ""helpful"", ""grading""]",positive,exams_grading
R0253,CS330,Database Systems,Computer Science,en,"The course material covered a lot of ground, but the pace was a bit too fast for me, and the homework questions were sometimes unclear.",neutral,0.8,"[""course_content"", ""workload"", ""materials""]","[""course"", ""material"", ""pace"", ""fast"", ""homework"", ""unclear""]",neutral,course_content
R0254,CS330,Database Systems,Computer Science,en,The exam format was clear and the grading was fair; the TA was super helpful with the review sessions.,positive,0.9,"[""exams_grading"", ""instructor"", ""materials""]","[""exam"", ""format"", ""clear"", ""grading"", ""fair"", ""TA"", ""helpful"", ""review""]",positive,exams_grading
R0255,MATH240,Linear Algebra,Mathematics,zh,考试挺多的，评分挺合理的，作业量适中，助教解答问题挺耐心。,positive,0.9,"[""exams_grading"", ""workload"", ""instructor""]","[""考试"", ""评分"", ""作业量"", ""耐心""]",neutral,exams_grading
R0256,CS420,Machine Learning,Computer Science,en,"The workload was intense but manageable; the weekly assignments were a good mix of challenging and informative. TAs were really helpful, always available for clarifications.",positive,0.95,"[""workload"", ""course_content"", ""instructor""]","[""workload"", ""intense"", ""manageable"", ""assignments"", ""challenging"", ""informative"", ""TAs"", ""helpful"", ""available"", ""clarifications""]",positive,workload
R0257,ENG150,Academic Writing,English,en,"The handouts on academic sources were super helpful, and the sample essays really gave me a sense of what to aim for.",positive,0.95,"[""materials"", ""course_content""]","[""handouts"", ""academic"", ""sources"", ""helpful"", ""sample"", ""essays"", ""aim""]",positive,materials
R0258,PHY101,General Physics I,Physics,en,The textbook was clear and the online resources were super helpful. The problem sets were challenging but the solutions were well-explained.,positive,0.9,"[""materials"", ""course_content"", ""teaching_style""]","[""textbook"", ""clear"", ""online"", ""resources"", ""helpful"", ""problem"", ""sets"", ""challenging"", ""solutions"", ""explained""]",positive,materials
R0259,CS310,Operating Systems,Computer Science,zh,这门课的安排挺合理的，作业量适中，考试难度不算大。助教都很认真负责，有问题随时都能找他们解答。,positive,0.9,"[""teaching_style"", ""workload"", ""exams_grading""]","[""安排"", ""合理"", ""作业量"", ""考试"", ""难度"", ""助教"", ""认真"", ""负责""]",positive,logistics
R0260,CS330,Database Systems,Computer Science,en,"Professor Smith’s lectures are super engaging. She breaks down complex concepts with relatable examples and the TAs are really helpful, even with the heavy homework load.",positive,0.95,"[""teaching_style"", ""course_content"", ""workload""]","[""Professor Smith"", ""lectures"", ""engaging"", ""relatable examples"", ""TAs"", ""helpful"", ""heavy homework load""]",positive,teaching_style
R0261,CS201,Data Structures,Computer Science,en,"The Data Structures course was really insightful. The material covered both theory and practical coding, and the homework assignments were challenging but manageable. The TA was helpful in explaining complex topics during office hours.",positive,0.95,"[""teaching_style"", ""course_content"", ""workload""]","[""Data"", ""Structures"", ""insightful"", ""material"", ""coding"", ""homework"", ""assignments"", ""challenging"", ""manageable"", ""TA"", ""helpful"", ""explaining"", ""complex"", ""topics"", ""office"", ""hours""]",positive,course_content
R0262,MATH240,Linear Algebra,Mathematics,en,Dr. Thompson's teaching style made the course less intimidating; he explained complex concepts clearly and made class engaging with real-world examples.,positive,0.95,"[""teaching_style"", ""course_content"", ""instructor""]","[""Dr. Thompson"", ""teaching style"", ""less intimidating"", ""explained"", ""complex concepts"", ""clearly"", ""engaging"", ""real-world examples""]",positive,teaching_style
R0263,MATH240,Linear Algebra,Mathematics,zh,老师讲课条理清晰，深入浅出，每次课都安排了作业，量不算多，但质量挺高，助教也很热心。,positive,0.95,"[""teaching_style"", ""workload"", ""instructor""]","[""老师"", ""讲课"", ""条理清晰"", ""作业"", ""质量""]",positive,instructor
R0264,BUS220,Introduction to Marketing,Business,en,"Professor Smith's lectures were informative, but the pacing felt a bit off. Sometimes the TA was helpful, other times I felt lost.",neutral,0.8,"[""teaching_style"", ""instructor"", ""logistics""]","[""Professor Smith"", ""lectures"", ""informative"", ""pacing"", ""off"", ""TA"", ""helpful"", ""lost""]",neutral,teaching_style
R0265,ENG150,Academic Writing,English,en,"The assignments forced me to think critically and improve my structure. TA was really helpful, always gave detailed feedback.",positive,0.9,"[""teaching_style"", ""course_content"", ""instructor""]","[""assignments"", ""critical"", ""think"", ""TA"", ""helpful"", ""feedback""]",positive,course_content
R0266,MATH240,Linear Algebra,Mathematics,en,The workload is intense; I spent at least 15 hours a week on homework and studying for exams. The TA is helpful but sometimes busy.,negative,0.8,"[""workload"", ""instructor"", ""other""]","[""workload"", ""intense"", ""homework"", ""studying"", ""exams"", ""TA"", ""helpful"", ""busy""]",neutral,workload
R0267,ENG150,Academic Writing,English,en,"The homework load was absurd, exams were a nightmare, and the TA was almost never available. I barely had time for anything else.",negative,0.9,"[""workload"", ""exams_grading"", ""instructor""]","[""homework"", ""absurd"", ""exams"", ""nightmare"", ""TA"", ""available""]",negative,workload
R0268,CS310,Operating Systems,Computer Science,en,"The exams were challenging but fair, and the TAs were super helpful in explaining the grading criteria. I felt like my hard work paid off!",positive,0.95,"[""exams_grading"", ""instructor"", ""workload""]","[""exams"", ""challenging"", ""fair"", ""TAs"", ""helpful"", ""grading""]",positive,exams_grading
R0269,CS420,Machine Learning,Computer Science,zh,老师讲课方式深入浅出，既有趣味性又实用性强。作业适量，助教也很认真负责，解答问题很耐心。,positive,0.95,"[""teaching_style"", ""workload"", ""instructor""]","[""老师"", ""讲课"", ""深入浅出"", ""作业"", ""助教"", ""耐心""]",positive,teaching_style
R0270,PHY101,General Physics I,Physics,zh,老师发的讲义很详细，每次作业都有详细的解答，感觉学到了很多物理知识。,positive,0.95,"[""materials"", ""teaching_style"", ""course_content""]","[""讲义"", ""详细"", ""解答"", ""物理知识""]",positive,materials
R0271,CS201,Data Structures,Computer Science,en,"Professor Smith is clear in lectures but the homework load can be intense. TAs are helpful, though grading can be inconsistent.",neutral,0.8,"[""teaching_style"", ""workload"", ""exams_grading""]","[""Professor Smith"", ""clear"", ""lectures"", ""homework"", ""intense"", ""TAs"", ""helpful"", ""grading"", ""inconsistent""]",neutral,instructor
R0272,CS420,Machine Learning,Computer Science,zh,这门课时间安排挺合理的，作业量适中，助教也都很耐心。,positive,0.95,"[""logistics"", ""workload"", ""instructor""]","[""时间安排"", ""作业量"", ""耐心""]",positive,logistics
R0273,CS201,Data Structures,Computer Science,en,"The homework load was pretty heavy, but it really helped me understand the concepts. TAs were always there to help.",positive,0.9,"[""workload"", ""teaching_style"", ""instructor""]","[""homework"", ""heavy"", ""helped"", ""understand"", ""concepts"", ""TAs"", ""always"", ""help""]",positive,workload
R0274,CS420,Machine Learning,Computer Science,zh,这门机器学习课内容丰富，案例生动，作业量和考试难度适中，助教解答问题很耐心。,positive,0.95,"[""course_content"", ""workload"", ""instructor""]","[""机器学习"", ""内容丰富"", ""案例生动"", ""作业量"", ""考试难度"", ""耐心""]",positive,course_content
R0275,MATH240,Linear Algebra,Mathematics,en,"Dr. Smith's explanations were crystal clear, made the proofs less intimidating, and the TA was always helpful with the heavy homework load.",positive,0.95,"[""teaching_style"", ""workload"", ""instructor""]","[""Dr. Smith"", ""explanations"", ""clear"", ""TA"", ""helpful"", ""homework"", ""load""]",positive,instructor
